ph,Turbidity,Hardness,Potability
3.8891069555,3.762615331,158.7320758,0
3.8891069555,3.662837732,163.6397469,0
6.455004797,2.293431406,176.6839728,0
7.316804754,3.50837265,217.522862,0
3.8891069555,5.013463351,233.7643427,0
5.519125656,3.75899586,168.728583,0
7.408985467,3.772420928,204.9617498,0
5.976769618,2.994671096,258.952732,0
6.395359132,4.191217515,133.8342291,0
6.20964226,3.612519615,195.4177209,0
6.762832522,4.916579161,232.0751766,0
9.918717064,3.385508444,199.1812511,0
10.15544017,5.00246726,276.39283378749997,0
8.721726711,2.555026904,206.3696824,0
7.035455516000001,4.383921814,197.9797828,0
7.035455516000001,3.355164642,199.1078856,0
6.099646705,3.172789769,237.9199268,0
9.02678772,2.019042018,253.2170742,0
6.953371603,3.651865808,203.1465468,0
6.140877557,5.359460295,197.8760897,0
7.077874007,4.764508265,220.6705396,0
5.488314309,5.066786272,135.8023617,0
7.205559175,3.710053126,120.3276153,0
9.177869866,3.108769988,163.2748283,0
4.270716195,3.763905903,166.8377085,0
7.348844512,4.880875156,223.2649397,0
8.52616987,5.083014142,175.6128363,0
7.035455516000001,3.995973787,169.0419175,0
3.8891069555,4.76520537,188.8041257,0
8.490571562,3.875556805,204.1236484,0
7.035455516000001,3.398592587,213.5419323,0
8.858401531,5.525726338,254.6175187,0
6.098156521,3.977362364,189.995846,0
8.419970682,3.962478314,185.7189888,0
9.286155021,5.23998187,222.6615514,0
7.875895135,4.238589203,226.2847878,0
7.725332908,3.724836704,252.2654912,0
3.8891069555,2.798600948,212.0289445,0
6.745306715,3.90235259,218.424637,0
7.035455516000001,5.629015636,190.4238985,0
7.183825723,4.597165512,261.8507998,0
10.1119767,3.425763242,240.4321002,0
7.397413299,3.14915751,122.5410399,0
7.812804388,6.091233163749999,196.583886,0
6.877456933,3.827650072,136.8792139,0
7.035455516000001,4.664350321,146.9702452,0
7.035455516000001,4.197595209,230.8094825,0
7.521051679,2.880785347,267.0596474,0
8.550875469,3.772886607,231.2487868,0
10.258615435500001,3.285077052,217.2197464,0
7.035455516000001,5.052736766,252.670469,0
7.371085073,4.412589537,207.7168244,0
10.258615435500001,3.809841654,228.3008604,0
6.506487767,3.548775589,202.2859379,0
6.643935775,3.812952926,151.8896001,0
5.03377399,3.244948477,155.3214775,0
6.912607562,2.612248953,155.7404952,0
7.977635991,3.5521295,245.8951304,0
6.078335837,4.201580906,197.5019119,0
6.242414484,4.508705098,191.9087295,0
6.06335479,3.467336915,160.7673113,0
8.129585514,3.362537135,177.8989666,0
9.562405944,3.762719837,202.0136426,0
8.167792632,4.289395484,200.9137547,0
8.594416135,3.568991708,270.0227059,0
7.035455516000001,3.679795035,167.3861273,0
6.825467901,3.027449578,187.0517097,0
7.861177701,4.157656628,204.2742411,0
4.96577356,3.421766849,220.8486386,0
6.207432968,3.549298841,192.9370271,0
7.035455516000001,4.417559791,157.0012874,0
9.769251006,4.636556195,264.2656543,0
9.63066548,4.920091158,152.8624335,0
5.187471605,3.203257896,117.1251602875,0
7.633570088,2.927066767,199.6529996,0
5.77119905,4.688959065,155.0508931,0
6.579969329,4.575931872,197.2269809,0
4.801154368,4.418638132,180.7728708,0
7.948815718,3.692250861,238.2364097,0
6.906992172,2.124759352,216.7852908,0
7.035455516000001,4.444350199,276.39283378749997,0
7.035455516000001,3.463172548,190.7794599,0
8.461330874,3.771944146,212.5813664,0
7.726134808,3.720636904,233.9478637,0
7.035455516000001,3.777737414,247.6615733,0
8.927078148,4.601860959,241.875105,0
6.20801554,4.334615732,153.2211063,0
6.128425635,4.633823862,141.4924095,0
7.035455516000001,2.678910713,202.2548328,0
7.308048848,3.696119712,274.7049505,0
7.035455516000001,4.353238589,170.0992357,0
8.640886409,5.263101572,201.5687241,0
7.035455516000001,4.102529482,205.5094572,0
8.153210075,2.905788134,127.1448918,0
8.29372011,3.954715283,206.1604149,0
7.035455516000001,3.310858508,233.850345,0
7.035455516000001,3.706601792,237.6773831,0
9.489972878,4.219967522,234.0699652,0
7.830976343,4.588784657,190.7990441,0
4.430281212,4.384565156,139.6857588,0
7.240739639,3.556297467,201.1868045,0
7.035455516000001,3.665521764,260.2053596,0
6.867301322,3.82359504,174.1849764,0
6.129637015,4.615886181,200.2781822,0
7.917049443,3.659484625,276.39283378749997,0
6.511618075,4.850433708,181.8734217,0
5.323815584,2.880721846,232.36858,0
6.769572869,5.22054027,168.9370725,0
5.87797404,4.032259504,141.6152867,0
9.534021716,2.768238928,201.955208,0
6.340027628,3.686001324,225.0281485,0
8.66159243,3.67043101,276.39283378749997,0
5.653506135,5.198985504,146.5902323,0
6.626012184,4.194313129,117.1251602875,0
7.793833573,4.172935335,176.8664829,0
7.59312765,3.377337638,261.5661726,0
7.362736502,4.408513182,185.692181,0
9.320305445,4.205809732,129.8238585,0
3.8891069555,2.718397734,248.8592673,0
6.655605026,2.951644715,216.4411715,0
9.868877881,3.355489791,214.1662353,0
5.590614436,4.726845017,229.1921395,0
5.554436511,2.095914087,229.1228286,0
4.126528715,4.460200984,125.4748835,0
5.970035657,5.428674072,230.4493293,0
7.035455516000001,4.600927569,229.7713495,0
8.369154354,3.629749331,183.5003784,0
6.284248242,3.377132289,190.0176486,0
10.258615435500001,4.153347001,161.8963622,0
9.298018008,3.681324244,163.0388346,0
7.895469246,4.2369473,154.2657803,0
7.947485786,3.70085384,269.809407,0
10.02615916,4.182277582,224.2663577,0
6.48819324,4.592073571,225.4819088,0
5.869736755,4.689315048,207.7254552,0
7.035455516000001,3.659974812,220.8137025,0
5.30414266,4.165723664,160.9683582,0
7.533614823,3.462763987,186.9182451,0
4.077607725,2.758658531,207.8380479,0
7.035455516000001,3.87385335,117.1251602875,0
7.086168401,3.416539753,189.1453777,0
6.271012171,5.303581361,213.444685,0
7.957768344,3.450745892,276.39283378749997,0
8.875642278,4.006991559,228.9215872,0
7.035455516000001,4.358298341,192.447171,0
6.613709118,3.539771111,141.1289215,0
7.735705022,2.148611536,137.3181658,0
9.925041328,4.703803489,238.7133934,0
9.00258311,4.904837415,202.9907653,0
5.095766465,4.35219347,273.4084481,0
8.594677108,4.754072499,263.7645927,0
7.083779061,3.887680685,117.1251602875,0
7.682872498,3.778606788,180.7013755,0
7.035455516000001,3.313199022,133.8131148,0
6.419772474,3.095233157,208.7602476,0
4.443238899,3.268324836,178.9562058,0
6.978664262,4.766943236,183.2427962,0
6.623613566,2.915165951,203.0301413,0
3.8891069555,3.316157657,201.0973162,0
4.814135621,5.190851805,205.2140411,0
5.779673705,4.656377233,199.5860803,0
6.937818783,3.724089564,177.5781419,0
7.436782609,3.727663719,208.094004,0
4.723312573,3.917586695,252.274895,0
9.380658051,4.034349047,265.0612161,0
7.810144933,4.033773709,187.3150477,0
9.436637164,4.41111744,143.7884118,0
9.406325753,3.097277957,216.7621587,0
6.321259315,4.501457204,207.2577096,0
7.035455516000001,3.605154199,217.369746,0
4.705356496,3.437450134,117.1251602875,0
8.896418988,3.700945733,222.2562929,0
6.581878202,4.201662864,272.9827447,0
6.755145902,5.162729749,231.2601313,0
9.445129838,3.875165247,145.8054024,1
9.024845037,3.985250506,128.0966912,1
7.036752104,2.747312999,169.974849,1
6.80011909,3.8549399,242.0080815,1
7.174135163,3.939895657,203.4089346,1
7.657991237,2.437296288,236.9608892,1
8.322986672,4.052135728,207.2524622,1
5.934279093,5.217895024,223.8581252,1
9.802720782,2.764633881,117.1251602875,1
6.101955231,3.53559633,215.2680896,1
4.997770601,3.404632906,276.39283378749997,1
4.815766791,4.375223811,217.6870932,1
6.548020558,3.611860372,276.39283378749997,1
10.258615435500001,4.10692449,117.1251602875,1
6.618010906,4.437695749,233.6616359,1
7.788054733,3.368757217,212.6914573,1
5.191834327,3.859800939,211.0941848,1
5.626339528,1.943318777,230.8579828,1
6.869638941,4.726702454,251.2934475,1
9.058628424,3.65213447,155.3575571,1
7.291888325,5.328712788,127.5442971,1
7.275908774,5.062297798,175.2203765,1
6.512737124,4.612963629,229.263861,1
7.207886781,3.762741072,175.8702941,1
7.036752104,3.772919265,156.5206348,1
5.324941856,4.427137926,276.39283378749997,1
7.082300649,3.485577388,169.4689273,1
5.33418358,5.091357101,224.7879362,1
10.258615435500001,4.661798516,117.1251602875,1
6.286806948,4.104863275,258.3000516,1
9.794558699,2.945418738,129.8709584,1
8.210443565,4.97605516,167.1021915,1
6.941719438,4.563183171,173.3343894,1
10.258615435500001,4.201849441,136.3237517,1
7.958984292,4.698007916,171.4836247,1
3.8891069555,3.734001387,243.8079497,1
5.671773833,3.833159746,216.0428111,1
10.00330054,4.746381859,143.0942854,1
6.552847474,4.687986155,198.8069397,1
7.628552723,4.182057148,156.7936942,1
4.79084054,3.258858945,268.7208812,1
7.710959939,4.28894682,181.9381256,1
8.291299006,3.424701921,211.2170343,1
6.193170101,3.466645288,225.6834218,1
9.032660579,4.927218272,121.4414415,1
6.139493741,3.260906853,236.6740259,1
7.12942473,3.418610803,178.3723523,1
7.036752104,4.109590274,191.2852176,1
5.418503763,4.506539591,187.7768087,1
8.075494508,3.682919645,195.8049958,1
7.036752104,4.081701398,225.287704,1
10.04967372,5.133477823,132.8328367,1
5.667650647,3.633213756,229.9283665,1
7.036752104,3.807920062,181.6891637,1
8.923980608,4.15558319,135.9384675,1
6.428866313,4.184783372,225.6130938,1
6.960603502,4.978820188,201.7154525,1
5.873675846,5.412090885,203.3299282,1
6.79546901,5.163088154,187.7830201,1
10.04102797,3.807562606,117.1251602875,1
7.036752104,4.124780678,273.2556208,1
7.296037734,4.168526118,235.7351929,1
7.036752104,3.497577391,161.8264761,1
5.862641233,5.50742094,185.0652199,1
7.292141805,4.466912564,174.480427,1
8.062805643,4.471842,200.493112,1
7.82197094,3.532958335,157.1815455,1
10.258615435500001,3.309580397,117.1251602875,1
6.593764313,2.346578095,233.5141325,1
9.161088613,4.888061137,119.8419046,1
7.036752104,5.922581692,144.815264,1
4.642953052,3.982867293,276.39283378749997,1
7.798453676,4.107267203,188.3949423,1
5.564342491,2.285987849,256.20883,1
7.886591227,4.589983508,213.0525907,1
7.443189014,2.664832796,193.1247989,1
3.8891069555,3.31462973,275.7671418,1
9.597191857,5.145152871,167.088976,1
6.964225943,3.990437572,212.7644944,1
7.672909523,4.268227482,152.8783051,1
6.737004072,4.063170289,220.1001024,1
7.036752104,4.135745329,163.2244663,1
5.382489039,4.173330283,240.0182139,1
7.022952113,4.971907099,264.5256065,1
7.036752104,2.969136099,250.7053939,1
10.02622381,3.736228471,117.1251602875,1
5.583832998,3.870156921,261.2338253,1
7.952929116,5.260014766,221.3698538,1
5.500186641,4.178478951,254.672705,1
7.543700466,3.630536578,161.6231416,1
6.848331559,4.396604556,159.1880501,1
7.036752104,3.779554492,181.2105099,1
5.910251729,3.660922908,276.39283378749997,1
8.716820334,3.205128767,153.9800345,1
6.016889136,4.422269233,221.1473078,1
9.567822726,4.197919055,173.1114983,1
4.296247024,4.163328982,276.39283378749997,1
3.8891069555,3.96599397,276.39283378749997,1
8.529669348,3.776040837,157.7004811,1
8.065339036,3.756391707,174.1205843,1
9.158445163,4.525236731,186.672973,1
8.848586283,4.014681858,188.9199829,1
9.495456382,4.168541279,185.8785944,1
8.052893916,3.634844542,198.9944743,1
3.8891069555,3.663252222,276.39283378749997,1
6.425873866,3.731936503,188.9802815,1
7.757269666,4.165432286,213.0484451,1
7.748654706,2.511810493,239.7882778,1
5.117390303,3.937188442,225.6574044,1
7.481535362,4.262065437,218.2611698,1
5.374222585,3.642778438,201.3314401,1
7.063646976,3.39586624,140.6128657,1
6.876451043,4.545340927,190.8445136,1
4.812433652,3.0209959,250.1839535,1
4.993530734,3.153809337,242.6205031,1
4.788861062,2.896852186,234.8937026,1
4.037287739,3.04504857,276.39283378749997,1
6.505872509,4.497528597,240.2879117,1
6.779773967,2.729104523,153.8863093,1
6.952511674,4.105495485,211.6972974,1
5.628406919,5.050683115,226.8300426,1
5.966000489,4.177139266,194.796221,1
6.319431545,2.653126688,180.9656209,1
8.02724787,3.480640837,193.3524164,1
8.882684452,3.827920867,135.5230624,1
5.991283475,4.840562301,224.6085628,1
10.258615435500001,3.179884727,163.6246234,1
7.036752104,4.728123985,131.5477443,1
6.105140135,3.103089844,249.141391,1
9.443358884,3.486646409,117.1251602875,1
6.887414371,4.564188355,223.603058,1
6.512900833,4.404040365,169.2174798,1
5.772718095,6.091233163749999,213.3635446,1
4.912557262,4.897372508,276.39283378749997,1
9.739561949,2.568079877,166.948864,1
5.541979019,3.672975983,185.6718736,1
7.036752104,3.601735481,193.5034148,1
7.036752104,3.451740047,143.3002003,1
6.448931033,3.622195522,240.244771,1
5.477912295,3.774256121,211.3988439,1
8.544708662,2.31815248,181.4134021,1
7.378597016,3.215219463,175.9824471,1
6.66400305,2.227727884,199.5887185,1
6.775582812,4.333636278,218.4149289,1
8.736371211,3.802116117,194.6776872,1
7.146976296,4.025762216,196.5626846,1
7.036752104,5.652222113,242.9094363,1
5.040331692,3.603325615,232.2344791,1
7.036752104,4.003819012,276.39283378749997,1
7.745499128,4.043334781,168.3556238,1
6.259651603,4.213405262,208.3794303,1
8.59639118,3.519884366,189.5231608,1
5.767349597,3.896090487,272.4721781,1
7.088940642,5.661104287,206.3641219,1
8.029181613,4.388551012,158.0403984,1
7.036752104,4.120931424,276.39283378749997,1
4.725785565,3.15633142,249.6709994,1
8.19576536,3.218709224,214.5176104,1
6.443753668,4.498684931,196.6159916,1
7.039094321,4.366031351,179.6452245,1
7.035455516000001,4.407566169,185.7557279,0
7.035455516000001,5.110414149,185.8467967,0
6.945224092,4.823082014,220.9600411,0
5.742110407,3.323069564,188.216604,0
5.59662785,5.235111121,177.2137917,0
7.350378987,3.663922184,193.6333668,0
6.262798867,4.012517558,206.8897483,0
9.927023723,4.051733473,208.4907383,0
5.381407519,4.364066935,175.5743066,0
4.961352728,3.902837834,166.2599616,0
6.457097525,2.637364885,192.2649447,0
6.53936951,4.527364378,214.6386028,0
6.252410005,2.722908161,225.7841009,0
7.967344823,4.069358772,180.5317069,0
7.035455516000001,4.825792283,212.73169,0
7.60952119,3.145842903,223.2883936,0
6.887863944,5.454487652,173.3250224,0
9.879071258,4.218831154,208.9056452,0
7.63876177,4.496626599,178.2716356,0
6.961891686,3.44672846,223.595839,0
8.060609624,3.60090567,208.0427107,0
7.240271791,3.832597167,213.4231392,0
7.486779709,5.048833995,199.6777845,0
8.410460643,2.977359946,234.8765244,0
6.143921454,3.476213304,175.274076,0
6.09617989,5.142471132,174.8716293,0
6.384824009,4.144998518,243.6880749,0
9.462666017,2.850183766,225.399307,0
7.868147086,4.315898406,199.035973,0
5.873157137,5.120887965,153.6733815,0
7.035455516000001,5.14411422,186.8730137,0
6.529304448,3.361088407,210.0040335,0
5.152203722,4.689842818,207.2992598,0
7.858662779,3.422470521,210.954754,0
7.704410252,3.031364369,234.6359511,0
6.728004386,4.410697353,201.1268956,0
10.258615435500001,4.956358408,190.9948483,0
9.11278625,4.567087634,205.9410721,0
8.079808358,3.611057441,174.1610935,0
7.078659419,3.696640141,232.5818483,0
7.035455516000001,4.093097749,139.3311518,0
8.043889299,3.15994937,169.6882249,0
7.040244978,3.993409764,192.9559825,0
5.483974109,4.063613621,166.1618369,0
8.53440688,2.544733701,248.5774824,0
7.266594535,3.357439471,176.8536963,0
6.256651148,4.181050753,181.0723073,0
7.240351006,3.7829719,201.9971958,0
8.692115322,2.283475159,144.2363578,0
8.639540978,4.192932215,168.6139666,0
7.179864149,3.878447314,180.8542106,0
7.163999223,3.354322267,203.7815979,0
8.926113143,2.752134121,189.987947,0
6.353110302,2.856175487,206.2698099,0
6.681553568,2.956748075,238.5124406,0
5.445325981,3.946989523,201.3794591,0
7.539881893,4.53159367,185.8259753,0
7.035455516000001,4.482459764,199.9180136,0
4.37047658,4.649382034,188.6540373,0
10.258615435500001,3.407349428,217.2668424,0
6.599593819,4.702310753,198.3232608,0
4.197583589,5.206480177,189.4736767,0
7.920794564,3.374326523,173.3571506,0
6.330732765,3.940000423,166.738009,0
7.035455516000001,5.128346524,181.2961251,0
7.76414261,4.105178268,186.1324319,0
8.237142634,4.939109441,190.0596949,0
5.679234115,2.339572736,188.1886961,0
7.417570368,4.671557881,193.7718784,0
4.775983439,4.382161619,196.2739637,0
7.86509497,4.795025555,210.0392943,0
5.903465715,4.587086719,201.8640323,0
7.705711006,3.861956077,178.9228576,0
7.815121778,3.096163272,190.3139043,0
6.139743032,3.841221574,168.4442145,0
5.041405028,4.543685761,193.1678535,0
8.675192692,4.97857536,200.7359412,0
7.689358004,4.978556095,221.3568855,0
8.570129121,4.604404561,200.0718748,0
5.671762326,3.268693507,184.7818419,0
6.624806428,2.840910756,204.3429275,0
6.541007699,2.355934229,195.5668895,0
7.035455516000001,6.091233163749999,169.1887357,0
9.241197563,5.265728858,223.6913502,0
7.035455516000001,4.514981624,162.6262869,0
6.340809022,5.45860969,158.3427412,0
5.980357227,4.247240149,181.2587047,0
7.60597883,3.242849929,172.1981361,0
6.427512443,6.032994877,178.3265554,0
7.035455516000001,3.888235227,196.2488574,0
6.109073312,4.881101138,191.7555714,0
5.842933081,4.143224936,168.2952871,0
5.36754649,4.267189591,175.4328194,0
5.345887147,2.950360943,184.7845747,0
5.386307352,3.662563465,212.5929905,0
9.919478426,4.11748804,207.0655873,0
7.035455516000001,4.328026357,218.3021764,0
7.121458435,3.774600526,204.1641395,0
9.418296122,4.604633154,173.6402158,0
7.457164758,4.106543052,263.0367045,0
5.27222756,5.068556189,206.3131847,0
7.29195704,4.237643894,202.3290442,0
7.803833221,2.907387267,223.6881109,0
6.844350911,2.877062813,197.4604694,0
5.608745232,4.644211645,152.9540623,0
5.701154645,3.403136416,233.5150425,0
5.412762498,4.091205593,226.5864876,0
7.035455516000001,3.912148351,208.177464,0
5.018132384,4.286478967,169.3972377,0
4.552238411,3.932804334,197.076934,0
7.035455516000001,4.613578722,203.5059212,0
7.025305942,5.989542791,202.809081,0
5.770620969,4.240821478,194.5001438,0
8.437875983,3.815468994,183.1066249,0
5.907078269,4.296479909,213.4710813,0
6.89834133,5.371284156,187.4153064,0
10.25273437,3.290372492,217.7366692,0
8.206499938,4.22512093,182.9053594,0
7.286167388,4.686019916,208.4440851,0
8.809296432,3.87905374,226.1059008,0
6.641500687,4.694311216,198.8844095,0
6.145148361,4.600885755,197.5410721,0
5.906441765,4.807495942,177.8913689,0
5.38984593,3.577674921,163.3443524,0
5.006562979,3.665205612,160.496448,0
6.5036382,4.963184434,163.2566344,0
9.606858896,4.405351952,200.8421428,0
8.742229882,2.842393186,179.4098037,0
8.394397412,2.83390143,187.6434114,0
7.035455516000001,3.257744181,204.9238286,0
3.8891069555,3.635634543,186.9177655,0
4.301373467,3.067626699,148.7377009,0
9.895889213,3.813428659,210.6540407,0
4.319440673,3.241972101,186.0561786,0
8.313773604,4.290071516,196.5476964,0
7.035455516000001,2.380084227,179.1492874,0
3.8891069555,3.721765769,207.3974729,0
7.510943342,3.342409054,182.1928474,0
6.978290868,4.931878079,191.8584841,0
7.035455516000001,4.380978304,164.3784333,0
7.46072722,3.949014618,237.5796125,0
7.035455516000001,4.54358117,190.0466609,0
7.220165553,4.398685036,204.7683905,0
8.790851189,3.480271755,187.4398122,0
7.035455516000001,4.148611317,198.2344083,0
7.035455516000001,5.77661102,219.0133284,0
9.049166054,2.814000683,169.5092544,0
9.515140615,3.812887661,199.0813173,0
6.14524294,4.09093992,213.1755888,0
7.494212047,5.492704955,210.3472757,0
7.091885817,5.116406585,221.1914756,0
6.624572528,4.333720849,172.0554707,0
6.032188903,3.423831621,200.4207555,0
6.344095425,3.843484016,164.8172074,0
7.035455516000001,4.10343896,209.7660217,0
7.459144859,3.841052038,217.7001303,0
6.361666803,3.681765114,175.0439989,0
9.011588754,2.897292531,228.9195192,0
7.466213132,2.081845657,223.1841808,0
5.739816333,2.722571208,189.8277886,0
7.785106673,4.904613044,174.8893609,0
7.138586781,3.272429761,180.9037778,0
8.805177745,5.176205069,157.2319816,0
8.003031485,3.137551206,186.4630821,0
7.157337864,5.183622115,214.0101011,0
6.427365144,3.568823153,202.9449791,0
6.124672271,3.631006709,179.5797525,0
8.457901037,4.914276095,228.7321522,0
5.772197394,3.078985839,200.1449708,0
7.035455516000001,4.589161805,220.976049,0
6.760790523,4.905490433,192.1426205,0
7.895045662,3.084431233,174.6926854,0
8.576739928,3.916114733,221.1502583,0
5.596729818,3.826158191,229.2950981,0
8.145632374,4.307547519,218.4408042,0
6.665495068,3.928495392,222.4877721,0
6.499067998,4.355880125,173.7688739,0
9.735889388,5.573210319,209.7615128,0
9.268281895,5.255703382,204.3604853,0
7.035455516000001,3.9991255,180.8930357,0
10.0596421,3.81878876,175.8758278,0
6.475885399,4.306112971,177.2949494,0
6.096128348,2.956447478,200.6462242,0
6.297845634,1.8487974937500002,214.2145741,0
5.284096687,4.800963142,185.7054923,0
8.26994471,3.076479932,192.0037757,0
6.03956779,4.206835504,246.6928547,0
6.243279004,3.472839213,171.1038864,0
8.214099764,3.38186391,192.1771266,0
7.035455516000001,3.916745527,205.6387903,0
7.035455516000001,4.284878629,233.0201336,0
7.035455516000001,3.569570266,220.5525236,0
9.836030547,4.219118008,230.4719215,0
8.719764332,2.887725422,219.7788985,0
7.009601694,3.121944851,220.561996,0
6.492638846,4.667770161,172.8639603,0
7.814524321,2.901699556,180.3473084,0
9.652562935,3.192569799,205.2060586,0
8.00754122,5.25017306,151.7363219,0
7.035455516000001,3.716659341,170.5500878,0
7.035455516000001,3.845127166,204.7349975,0
7.386837696,4.816705216,189.5958143,0
5.497580321,5.060114929,204.6828696,0
6.057828114,3.292249267,230.7176933,0
7.035455516000001,4.235174415,222.8212131,0
6.268953337,4.674495973,185.7066466,0
7.035455516000001,4.969149725,190.9292558,0
6.284984822,5.703287743,196.7750562,0
9.043095632,4.008499341,181.5666628,0
8.523062079,5.112376365,201.6084925,0
7.035455516000001,4.183319911,183.4648531,0
7.035455516000001,2.913048443,193.4002675,0
4.02905271,4.179656267,203.3868565,0
6.412707042,5.014144884,204.3580969,0
6.27629499,4.342759277,184.9520574,0
7.648877928,4.953533863,188.5069774,0
5.548181849,3.945460484,204.2598994,0
7.035455516000001,2.604959925,216.6756187,0
7.468617019,3.384178841,240.3453052,0
7.035455516000001,3.764703594,179.1494467,0
7.918150471,4.028958007,214.1866109,0
7.035455516000001,4.266775395,191.7642561,0
7.035455516000001,4.161749271,181.3746513,0
5.433242117,3.675717673,201.7812455,0
8.33951161,4.827704247,202.2016242,0
6.715719088,2.443008006,195.1905985,0
6.09801209,4.590616741,211.4540103,0
6.576845323,3.771313518,156.2217681,0
4.68109876,4.125750333,220.4761261,0
8.15121531,3.523980506,219.56005,0
7.035455516000001,2.364558912,226.5483539,0
7.035455516000001,5.666547311,220.8360348,0
5.669689566,3.592133424,194.130069,0
6.6249436,3.546696372,185.4109329,0
8.273643584,3.331583735,188.1607511,0
7.035455516000001,4.306218231,241.8955146,0
7.035455516000001,3.282061393,221.620058,0
10.258615435500001,3.505078834,213.8768725,0
5.171434094,2.949431503,207.2805308,0
6.9641983,2.395683182,193.7532798,0
6.548796521,4.197305125,205.168161,0
6.555439264,3.79204017,195.1579765,0
9.042582866,4.34844014,221.3201844,0
5.970578908,5.013281168,202.7455203,0
6.273805782,4.510405324,191.8503964,0
6.604007989,4.458966913,212.9784674,0
7.14394199,3.792840307,153.2363644,0
8.11644657,2.934697437,208.6891531,0
7.66518778,2.707129162,209.9972465,0
5.555352973,4.536145914,154.3006837,0
7.543931305,3.703191306,192.2345408,1
7.036752104,3.56139783,218.5735482,1
7.340170884,3.919139533,210.1188126,1
10.01518906,3.846547549,210.126717,1
7.036752104,2.72365054,188.7435625,1
7.846463341,3.885623898,233.9765794,1
7.036752104,2.000757032,155.6757769,1
6.334162776,4.038829793,197.4823264,1
9.616095703,2.946643668,221.7598179,1
7.036752104,2.475284464,186.5952548,1
8.892998479,3.619132805,224.078183,1
7.036752104,3.957011709,195.8365726,1
8.1414299,4.350921901,211.7942673,1
8.165714933,3.92011648,203.4193307,1
4.931958445,5.045982883,164.6667686,1
8.977821883,3.199999614,198.996287,1
7.372611796,3.182521119,220.3871636,1
9.107330383,4.492139949,202.5147114,1
4.168248461,2.804525051,164.3512893,1
7.806909023,5.127910988,216.4731687,1
6.704635426,3.42217862,230.7669398,1
3.8891069555,5.370205549,156.8989167,1
7.966856824,5.115430914,186.353361,1
4.595607756,3.978919807,204.8596598,1
7.036752104,4.058942266,204.6690467,1
3.994497606,3.379147351,179.454192,1
8.907987118,4.641258532,202.4612113,1
